x,y,z,color,radius

-0.26145148277282715,-0.45938411355018616,-0.489317923784256,|[1, 1, 1, 1]|,0.029999999329447746
-0.27251332998275757,-0.4570921063423157,-0.48340916633605957,|[1, 1, 1, 1]|,0.029999999329447746
-0.2866309583187103,-0.45164844393730164,-0.47797778248786926,|[1, 1, 1, 1]|,0.029999999329447746
-0.301563024520874,-0.4411047697067261,-0.47618377208709717,|[1, 1, 1, 1]|,0.029999999329447746
-0.3103158175945282,-0.42541131377220154,-0.48280587792396545,|[1, 1, 1, 1]|,0.029999999329447746
-0.322143018245697,-0.41151294112205505,-0.4851094186306,|[1, 1, 1, 1]|,0.029999999329447746
-0.3317088186740875,-0.4001724123954773,-0.4866924285888672,|[1, 1, 1, 1]|,0.029999999329447746
-0.33779630064964294,-0.3914109468460083,-0.4888123869895935,|[1, 1, 1, 1]|,0.029999999329447746
-0.33985811471939087,-0.38487309217453003,-0.49246299266815186,|[1, 1, 1, 1]|,0.029999999329447746
-0.3386613428592682,-0.38135144114494324,-0.49657610058784485,|[1, 1, 1, 1]|,0.029999999329447746
-0.3312339186668396,-0.38318976759910583,-0.5020469427108765,|[1, 1, 1, 1]|,0.029999999329447746
-0.32701292634010315,-0.38693535327911377,-0.5035786032676697,|[1, 1, 1, 1]|,0.029999999329447746
-0.32237085700035095,-0.3918759822845459,-0.5047993659973145,|[1, 1, 1, 1]|,0.029999999329447746
-0.317520409822464,-0.39703401923179626,-0.50634765625,|[1, 1, 1, 1]|,0.029999999329447746
-0.3114411234855652,-0.40325260162353516,-0.5082231163978577,|[1, 1, 1, 1]|,0.029999999329447746
-0.3028941750526428,-0.41206371784210205,-0.509767472743988,|[1, 1, 1, 1]|,0.029999999329447746
-0.2940610349178314,-0.4200895130634308,-0.5123123526573181,|[1, 1, 1, 1]|,0.029999999329447746
-0.2834489345550537,-0.4311199486255646,-0.5127231478691101,|[1, 1, 1, 1]|,0.029999999329447746
-0.27332428097724915,-0.4405011534690857,-0.5137143135070801,|[1, 1, 1, 1]|,0.029999999329447746
-0.2637207508087158,-0.4490392804145813,-0.5145555734634399,|[1, 1, 1, 1]|,0.029999999329447746
-0.25341492891311646,-0.4587914049625397,-0.5139941573143005,|[1, 1, 1, 1]|,0.029999999329447746
-0.24218574166297913,-0.46935907006263733,-0.5121738314628601,|[1, 1, 1, 1]|,0.029999999329447746
-0.23220865428447723,-0.47630923986434937,-0.5141744017601013,|[1, 1, 1, 1]|,0.029999999329447746
-0.22275635600090027,-0.47999003529548645,-0.5155444145202637,|[1, 1, 1, 1]|,0.029999999329447746
-0.21498189866542816,-0.47873425483703613,-0.5198602080345154,|[1, 1, 1, 1]|,0.029999999329447746
-0.20796751976013184,-0.47494226694107056,-0.5254847407341003,|[1, 1, 1, 1]|,0.029999999329447746
-0.2004733681678772,-0.4702628254890442,-0.5315670371055603,|[1, 1, 1, 1]|,0.029999999329447746
-0.18933187425136566,-0.46702486276626587,-0.5398448705673218,|[1, 1, 1, 1]|,0.029999999329447746
-0.17849528789520264,-0.45941799879074097,-0.5487847924232483,|[1, 1, 1, 1]|,0.029999999329447746
-0.16890724003314972,-0.45007073879241943,-0.5580004453659058,|[1, 1, 1, 1]|,0.029999999329447746
-0.16272619366645813,-0.4396025240421295,-0.5663054585456848,|[1, 1, 1, 1]|,0.029999999329447746
-0.1599959135055542,-0.4286425709724426,-0.5734030604362488,|[1, 1, 1, 1]|,0.029999999329447746
-0.15911409258842468,-0.4179428219795227,-0.5794234871864319,|[1, 1, 1, 1]|,0.029999999329447746
-0.15705017745494843,-0.4113691449165344,-0.5843588709831238,|[1, 1, 1, 1]|,0.029999999329447746
-0.1581803262233734,-0.40407949686050415,-0.5871292948722839,|[1, 1, 1, 1]|,0.029999999329447746
-0.16100025177001953,-0.39895474910736084,-0.5878605842590332,|[1, 1, 1, 1]|,0.029999999329447746
-0.16556546092033386,-0.3952460289001465,-0.5870810747146606,|[1, 1, 1, 1]|,0.029999999329447746
-0.17225009202957153,-0.39171355962753296,-0.5855395793914795,|[1, 1, 1, 1]|,0.029999999329447746
-0.1804753690958023,-0.3879213035106659,-0.5837426781654358,|[1, 1, 1, 1]|,0.029999999329447746
-0.18699316680431366,-0.385987251996994,-0.5829966068267822,|[1, 1, 1, 1]|,0.029999999329447746
-0.19693531095981598,-0.3844604194164276,-0.5794384479522705,|[1, 1, 1, 1]|,0.029999999329447746
-0.20714960992336273,-0.3853519856929779,-0.5743207335472107,|[1, 1, 1, 1]|,0.029999999329447746
-0.2176368087530136,-0.38791623711586,-0.5681672096252441,|[1, 1, 1, 1]|,0.029999999329447746
-0.2280329018831253,-0.3919503688812256,-0.5612004995346069,|[1, 1, 1, 1]|,0.029999999329447746
-0.23809649050235748,-0.39730918407440186,-0.5535840392112732,|[1, 1, 1, 1]|,0.029999999329447746
-0.24175621569156647,-0.40470218658447266,-0.5493765473365784,|[1, 1, 1, 1]|,0.029999999329447746
-0.24509766697883606,-0.4123833179473877,-0.5433458685874939,|[1, 1, 1, 1]|,0.029999999329447746
-0.24562640488147736,-0.4210299849510193,-0.5377575159072876,|[1, 1, 1, 1]|,0.029999999329447746
-0.24675484001636505,-0.42917749285697937,-0.5321348905563354,|[1, 1, 1, 1]|,0.029999999329447746
-0.2496536523103714,-0.43647146224975586,-0.5262688398361206,|[1, 1, 1, 1]|,0.029999999329447746
-0.2529141902923584,-0.4439917802810669,-0.5199020504951477,|[1, 1, 1, 1]|,0.029999999329447746
-0.25479376316070557,-0.45208796858787537,-0.5135628581047058,|[1, 1, 1, 1]|,0.029999999329447746
-0.24994708597660065,-0.45733118057250977,-0.5117784142494202,|[1, 1, 1, 1]|,0.029999999329447746
-0.24666018784046173,-0.46547532081604004,-0.5075329542160034,|[1, 1, 1, 1]|,0.029999999329447746
-0.2417268604040146,-0.4734172224998474,-0.5040342211723328,|[1, 1, 1, 1]|,0.029999999329447746
-0.23571419715881348,-0.48117512464523315,-0.500905454158783,|[1, 1, 1, 1]|,0.029999999329447746
-0.2288450449705124,-0.48795661330223083,-0.49870872497558594,|[1, 1, 1, 1]|,0.029999999329447746
-0.21989673376083374,-0.49286818504333496,-0.502504825592041,|[1, 1, 1, 1]|,0.029999999329447746
-0.21270409226417542,-0.49544987082481384,-0.5038256049156189,|[1, 1, 1, 1]|,0.029999999329447746
-0.2046390175819397,-0.49740704894065857,-0.5058107972145081,|[1, 1, 1, 1]|,0.029999999329447746
-0.19486024975776672,-0.4988948702812195,-0.5085887908935547,|[1, 1, 1, 1]|,0.029999999329447746
-0.184348002076149,-0.4990001320838928,-0.5125112533569336,|[1, 1, 1, 1]|,0.029999999329447746
-0.17421163618564606,-0.49723929166793823,-0.5175488591194153,|[1, 1, 1, 1]|,0.029999999329447746
-0.16448639333248138,-0.4943317770957947,-0.5230368375778198,|[1, 1, 1, 1]|,0.029999999329447746
-0.15420964360237122,-0.49374961853027344,-0.5307953357696533,|[1, 1, 1, 1]|,0.029999999329447746
-0.14760451018810272,-0.4923423230648041,-0.5331706404685974,|[1, 1, 1, 1]|,0.029999999329447746
-0.14300128817558289,-0.491003155708313,-0.5342662930488586,|[1, 1, 1, 1]|,0.029999999329447746
-0.14127112925052643,-0.48718884587287903,-0.5360467433929443,|[1, 1, 1, 1]|,0.029999999329447746
-0.14314627647399902,-0.47953203320503235,-0.5395212769508362,|[1, 1, 1, 1]|,0.029999999329447746
-0.14557193219661713,-0.4745458960533142,-0.5451174378395081,|[1, 1, 1, 1]|,0.029999999329447746
-0.15605370700359344,-0.46343839168548584,-0.5479090213775635,|[1, 1, 1, 1]|,0.029999999329447746
-0.17014282941818237,-0.4533289670944214,-0.5483042001724243,|[1, 1, 1, 1]|,0.029999999329447746
-0.18579880893230438,-0.4442150890827179,-0.5470851063728333,|[1, 1, 1, 1]|,0.029999999329447746
-0.20104758441448212,-0.436065137386322,-0.5450882315635681,|[1, 1, 1, 1]|,0.029999999329447746
-0.21585597097873688,-0.4295036494731903,-0.5419421195983887,|[1, 1, 1, 1]|,0.029999999329447746
-0.22594867646694183,-0.42722630500793457,-0.53866046667099,|[1, 1, 1, 1]|,0.029999999329447746
-0.23980042338371277,-0.4233523905277252,-0.5340589284896851,|[1, 1, 1, 1]|,0.029999999329447746
-0.25192558765411377,-0.4201318919658661,-0.5298929810523987,|[1, 1, 1, 1]|,0.029999999329447746
-0.26099732518196106,-0.41808563470840454,-0.5265398025512695,|[1, 1, 1, 1]|,0.029999999329447746
-0.26712897419929504,-0.4187259078025818,-0.5229164958000183,|[1, 1, 1, 1]|,0.029999999329447746
-0.27254149317741394,-0.4229617714881897,-0.5174292325973511,|[1, 1, 1, 1]|,0.029999999329447746
-0.2800396680831909,-0.43115028738975525,-0.5084612369537354,|[1, 1, 1, 1]|,0.029999999329447746
-0.2541806995868683,-0.4710996747016907,-0.48958009481430054,|[1, 1, 1, 1]|,0.029999999329447746
-0.2526189684867859,-0.48345860838890076,-0.4812731444835663,|[1, 1, 1, 1]|,0.029999999329447746
-0.24845802783966064,-0.4932359755039215,-0.4767293334007263,|[1, 1, 1, 1]|,0.029999999329447746
-0.24073991179466248,-0.5004627704620361,-0.4763980209827423,|[1, 1, 1, 1]|,0.029999999329447746
-0.2326783388853073,-0.5068473219871521,-0.4773387312889099,|[1, 1, 1, 1]|,0.029999999329447746
-0.22396525740623474,-0.5148417353630066,-0.4773079454898834,|[1, 1, 1, 1]|,0.029999999329447746
-0.20836274325847626,-0.5194362998008728,-0.4786442518234253,|[1, 1, 1, 1]|,0.029999999329447746
-0.19432170689105988,-0.5312194228172302,-0.47675153613090515,|[1, 1, 1, 1]|,0.029999999329447746
-0.17938661575317383,-0.5437592267990112,-0.4737876355648041,|[1, 1, 1, 1]|,0.029999999329447746
