x,y,z,color,radius

-0.08956851810216904,0.4144228398799896,-0.4915580749511719,|[0.42054402171585914, 1, 0.8778066749195635, 1]|,0.029999999329447746
-0.08969986438751221,0.41453707218170166,-0.4913678467273712,|[0.42054402171585914, 1, 0.8778066749195635, 1]|,0.029999999329447746
-0.09130236506462097,0.41201451420783997,-0.49208682775497437,|[0.42054402171585914, 1, 0.8778066749195635, 1]|,0.029999999329447746
-0.09321218729019165,0.40560656785964966,-0.49441900849342346,|[0.42054402171585914, 1, 0.8778066749195635, 1]|,0.029999999329447746
-0.09503640234470367,0.39709097146987915,-0.49786484241485596,|[0.42054402171585914, 1, 0.8778066749195635, 1]|,0.029999999329447746
-0.09623860567808151,0.3862157166004181,-0.5019475221633911,|[0.42054402171585914, 1, 0.8778066749195635, 1]|,0.029999999329447746
-0.09744656085968018,0.3736366033554077,-0.5065547823905945,|[0.42054402171585914, 1, 0.8778066749195635, 1]|,0.029999999329447746
-0.09869562834501266,0.3575941026210785,-0.5122425556182861,|[0.42054402171585914, 1, 0.8778066749195635, 1]|,0.029999999329447746
-0.10183943063020706,0.3367999196052551,-0.518974781036377,|[0.42054402171585914, 1, 0.8778066749195635, 1]|,0.029999999329447746
-0.10674916207790375,0.31268954277038574,-0.5259360074996948,|[0.42054402171585914, 1, 0.8778066749195635, 1]|,0.029999999329447746
-0.10972411185503006,0.2888640761375427,-0.5287286639213562,|[0.42054402171585914, 1, 0.8778066749195635, 1]|,0.029999999329447746
-0.1102122962474823,0.2672090232372284,-0.5341712236404419,|[0.42054402171585914, 1, 0.8778066749195635, 1]|,0.029999999329447746
-0.10953814536333084,0.24628931283950806,-0.5390564203262329,|[0.42054402171585914, 1, 0.8778066749195635, 1]|,0.029999999329447746
-0.10907891392707825,0.2246560901403427,-0.5435229539871216,|[0.42054402171585914, 1, 0.8778066749195635, 1]|,0.029999999329447746
-0.10916679352521896,0.2042819857597351,-0.5471739768981934,|[0.42054402171585914, 1, 0.8778066749195635, 1]|,0.029999999329447746
-0.10923440009355545,0.1861335039138794,-0.5499919652938843,|[0.42054402171585914, 1, 0.8778066749195635, 1]|,0.029999999329447746
-0.10646778345108032,0.1708172857761383,-0.550687849521637,|[0.42054402171585914, 1, 0.8778066749195635, 1]|,0.029999999329447746
-0.10475801676511765,0.15489184856414795,-0.5526420474052429,|[0.42054402171585914, 1, 0.8778066749195635, 1]|,0.029999999329447746
-0.10449789464473724,0.14181941747665405,-0.5538457632064819,|[0.42054402171585914, 1, 0.8778066749195635, 1]|,0.029999999329447746
-0.2399076372385025,0.28915607929229736,-0.5012608170509338,|[0.42054402171585914, 1, 0.8778066749195635, 1]|,0.029999999329447746
