x,y,z,color,radius
-0.86224556,0.614549041,-0.237556398,blue,0.0199999996
-0.872748971,0.610319614,-0.228875279,blue,0.0199999996
-0.877098799,0.608169675,-0.22554636,blue,0.0199999996
